24,35,37,#吃秀##美好的一天从早餐开始#续集这会灯好多，上个一会黑一会白本来皮肤就黄,不想让宝宝遗传自己的黑皮肤，孕期多吃这个！,"# Showdown # # It's a good day to start with breakfast # The sequel. There's a lot of lights, a little black, a little white.","Do not want to let the baby inherits own dark skin, the pregnancy more eats this!",unrelated
25,35,38,#吃秀##美好的一天从早餐开始#续集这会灯好多，上个一会黑一会白本来皮肤就黄,不花钱甩肉吃一黑，皮肤水嫩少9斤，润肠通便、排体内3年垃圾！,"# Showdown # # It's a good day to start with breakfast # The sequel. There's a lot of lights, a little black, a little white.","Do not spend money to eat a black meat, skin is less than 9 kg, intestines bowel movement, excretes in the body 3 years of garbage!",unrelated
28,35,39,#吃秀##美好的一天从早餐开始#续集这会灯好多，上个一会黑一会白本来皮肤就黄,吃蔬菜还能把皮肤吃黑？想要变白离这些蔬菜远点,"# Showdown # # It's a good day to start with breakfast # The sequel. There's a lot of lights, a little black, a little white.","Eating vegetables can also turn the skin dark? To turn white, stay away from the vegetables.",unrelated
30,35,40,#吃秀##美好的一天从早餐开始#续集这会灯好多，上个一会黑一会白本来皮肤就黄,夏季到来，黑成狗？这么吃一定能拯救你的黑皮肤！,"# Showdown # # It's a good day to start with breakfast # The sequel. There's a lot of lights, a little black, a little white.","Summer comes, black as a dog? Eating like this will save your black skin!",unrelated
26,35,41,#吃秀##美好的一天从早餐开始#续集这会灯好多，上个一会黑一会白本来皮肤就黄,减肥又防辐射，常吃这黑无便秘：体轻降9斤化瘀去浊，皮肤白嫩！,"# Showdown # # It's a good day to start with breakfast # The sequel. There's a lot of lights, a little black, a little white.","Weight loss also anti-radiation, often eating this black without constipation: body light weight loss of 9 pounds to remove turbid, skin whiten!",unrelated
29,35,42,#吃秀##美好的一天从早餐开始#续集这会灯好多，上个一会黑一会白本来皮肤就黄,夏天吃这些蔬果，皮肤会变黑？！,"# Showdown # # It's a good day to start with breakfast # The sequel. There's a lot of lights, a little black, a little white.","If you eat these fruits and vegetables in summer, your skin will turn black?!",unrelated
31,35,43,#吃秀##美好的一天从早餐开始#续集这会灯好多，上个一会黑一会白本来皮肤就黄,夏季就吃它，5块钱炒一大盘，女人要多吃，减少皮肤黑色素,"# Showdown # # It's a good day to start with breakfast # The sequel. There's a lot of lights, a little black, a little white.","Summer eats it, 5 yuan fried a large dish, women want to eat more, reduce skin melanin",unrelated
32,35,44,#吃秀##美好的一天从早餐开始#续集这会灯好多，上个一会黑一会白本来皮肤就黄,"多吃芹菜皮肤也容易变黑,妹纸们有没有被吓到!","# Showdown # # It's a good day to start with breakfast # The sequel. There's a lot of lights, a little black, a little white.","Eat more celery skin is also easy to black, the girls are not scared!",unrelated
33,35,45,#吃秀##美好的一天从早餐开始#续集这会灯好多，上个一会黑一会白本来皮肤就黄,天生皮肤黑，这些食物能美白！,"# Showdown # # It's a good day to start with breakfast # The sequel. There's a lot of lights, a little black, a little white.","Natural skin black, these food can whiten!",unrelated
35,35,46,#吃秀##美好的一天从早餐开始#续集这会灯好多，上个一会黑一会白本来皮肤就黄,"女人经常吃芹菜好吗,吃芹菜后皮肤会变黑吗","# Showdown # # It's a good day to start with breakfast # The sequel. There's a lot of lights, a little black, a little white.",Do women eat celery often? Will the skin turn black after eating celery?,unrelated
37,35,47,#吃秀##美好的一天从早餐开始#续集这会灯好多，上个一会黑一会白本来皮肤就黄,孕妇吃酱油 婴儿皮肤会黑？,"# Showdown # # It's a good day to start with breakfast # The sequel. There's a lot of lights, a little black, a little white.","Pregnant women eat soy sauce, baby's skin will black?",unrelated
34,35,48,#吃秀##美好的一天从早餐开始#续集这会灯好多，上个一会黑一会白本来皮肤就黄,女人常吃三红三黑，排毒养颜补气血，皮肤好味道也不错哦,"# Showdown # # It's a good day to start with breakfast # The sequel. There's a lot of lights, a little black, a little white.","Women often eat three red three black, detoxify Yan Qian Qi Qi, skin good taste also good",unrelated
36,35,49,#吃秀##美好的一天从早餐开始#续集这会灯好多，上个一会黑一会白本来皮肤就黄,女生皮肤黑？那多吃这些东西，皮肤自然变白还瘦身,"# Showdown # # It's a good day to start with breakfast # The sequel. There's a lot of lights, a little black, a little white.","Girls' skin is dark? You eat these things, and your skin is naturally white and skinless.",unrelated
39,35,50,#吃秀##美好的一天从早餐开始#续集这会灯好多，上个一会黑一会白本来皮肤就黄,新疆无公害黑枸杞上市了！您不吃黑枸杞眼睛吃的消，皮肤能好吗？,"# Showdown # # It's a good day to start with breakfast # The sequel. There's a lot of lights, a little black, a little white.","Xinjiang pollution-free black wolfberry is listed! You do not eat black gowns eyes to eat, skin can be good?",unrelated
41,35,51,#吃秀##美好的一天从早餐开始#续集这会灯好多，上个一会黑一会白本来皮肤就黄,白发没吃黑，皮肤反变黄！白头小伙乱吃何首乌吃出“药肝”,"# Showdown # # It's a good day to start with breakfast # The sequel. There's a lot of lights, a little black, a little white.","The white hair did not eat black, the skin turned yellow! The white-headed boy ate the ""medicine liver"" when he ate the head Wu.",unrelated
40,35,52,#吃秀##美好的一天从早餐开始#续集这会灯好多，上个一会黑一会白本来皮肤就黄,活久见！酱油也能吃出黑皮肤？,"# Showdown # # It's a good day to start with breakfast # The sequel. There's a lot of lights, a little black, a little white.",How long! Soy sauce can also eat black skin?,unrelated
42,35,53,#吃秀##美好的一天从早餐开始#续集这会灯好多，上个一会黑一会白本来皮肤就黄,警惕！这些食物会“吃”黑你的皮肤,"# Showdown # # It's a good day to start with breakfast # The sequel. There's a lot of lights, a little black, a little white.","Vigilance! This food will ""eat"" your skin.",unrelated
43,35,54,#吃秀##美好的一天从早餐开始#续集这会灯好多，上个一会黑一会白本来皮肤就黄,这5种食物，越吃皮肤越黑！想变白千万别再吃了~,"# Showdown # # It's a good day to start with breakfast # The sequel. There's a lot of lights, a little black, a little white.","These five kinds of food, the more you eat, the darker the skin!",unrelated
38,35,55,#吃秀##美好的一天从早餐开始#续集这会灯好多，上个一会黑一会白本来皮肤就黄,孕期吃酱油宝宝皮肤黑？要想宝宝变白，孕期吃什么？,"# Showdown # # It's a good day to start with breakfast # The sequel. There's a lot of lights, a little black, a little white.","Pregnancy eats soy sauce baby skin black? Want the baby to be white, what to eat during pregnancy?",unrelated
44,35,56,#吃秀##美好的一天从早餐开始#续集这会灯好多，上个一会黑一会白本来皮肤就黄,这5种食物，越吃皮肤越黑！想变白千万别再吃了！,"# Showdown # # It's a good day to start with breakfast # The sequel. There's a lot of lights, a little black, a little white.","The five kinds of food, the more the skin the blacker! Want to be white, do not eat again!",unrelated
47,57,58,#旅行化妆包# 专治疗颈椎病，腰间盘突出，中药泡酒喝,#谁也挡不住你的微笑# 专治疗颈椎病腰间盘突出，中药泡酒喝,"# Travel make-up kit # For treating cervical spondylosis, protruding the middle of the waistline, and drinking the traditional Chinese medicine",# No one can stop your smile #,agreed
48,57,59,#旅行化妆包# 专治疗颈椎病，腰间盘突出，中药泡酒喝,专治疗颈椎病腰间盘突出中药泡酒喝,"# Travel make-up kit # For treating cervical spondylosis, protruding the middle of the waistline, and drinking the traditional Chinese medicine",Specializing in the treatment of cervical spondylosis and the use of traditional Chinese medicine sparkling wine,agreed
45,57,60,#旅行化妆包# 专治疗颈椎病，腰间盘突出，中药泡酒喝,#在哪健身不是健身# 专治疗颈椎病腰间盘突出中药泡酒喝,"# Travel make-up kit # For treating cervical spondylosis, protruding the middle of the waistline, and drinking the traditional Chinese medicine","# Where to work out, not to exercise # Specialized in treating cervical spondylosis",agreed
46,57,61,#旅行化妆包# 专治疗颈椎病，腰间盘突出，中药泡酒喝,#萌了个萌# 专治疗颈椎病，腰间盘突出，中药泡酒喝,"# Travel make-up kit # For treating cervical spondylosis, protruding the middle of the waistline, and drinking the traditional Chinese medicine","< i > adorable < / i > < i > to cure cervical spondylopathy < / i > < i > and protrude from the waist, to drink Chinese medicine. < / i >",agreed
49,57,62,#旅行化妆包# 专治疗颈椎病，腰间盘突出，中药泡酒喝,专治疗颈椎腰间盘突出中药泡酒喝,"# Travel make-up kit # For treating cervical spondylosis, protruding the middle of the waistline, and drinking the traditional Chinese medicine",Specializing in the treatment of the cervical spine and the protruding of the traditional Chinese herbal medicine,agreed
51,63,64,#爱自拍影响智商#我说类怎么越来越聪明了,Word天！原来自拍多了会影响智商,"< i > Love selfies a sellout, < / i > < i > and I say, ""How do you get smarter? < / i >","Oh, my God! It turns out that a lot of selfie can affect your IQ.",agreed
50,63,65,#爱自拍影响智商#我说类怎么越来越聪明了,(爱自拍影响智商)请圈出爱自拍的家伙,"< i > Love selfies a sellout, < / i > < i > and I say, ""How do you get smarter? < / i >",Please circle the guy who selfies selfie.,agreed
53,63,66,#爱自拍影响智商#我说类怎么越来越聪明了,女子玩自拍掉珠江 揭秘:爱自拍真的影响智商吗?,"< i > Love selfies a sellout, < / i > < i > and I say, ""How do you get smarter? < / i >",Female self - racking self - selfie drops pearl river demystification: love selects self - selfie really affect intelligence quotient?,unrelated
52,63,67,#爱自拍影响智商#我说类怎么越来越聪明了,"听说爱自拍影响智商,这么看我的智商还挺高的","< i > Love selfies a sellout, < / i > < i > and I say, ""How do you get smarter? < / i >",i heard that love selects a self-timer to affect intelligence quotient. this way i see my intelligence quotient is quite high,agreed
58,68,69,#秋补#啤酒肚和喝啤酒有关系吗？,啤酒肚这个说法正确吗？是否真和喝啤酒有关？,# Does the beer belly have anything to do with drinking beer?,Is beer belly correct? Does it really have something to do with drinking beer?,agreed
56,63,70,#爱自拍影响智商#我说类怎么越来越聪明了,爱自拍影响智商,"< i > Love selfies a sellout, < / i > < i > and I say, ""How do you get smarter? < / i >",Love selfies self-selfie affects intelligence quotient.,agreed
54,63,71,#爱自拍影响智商#我说类怎么越来越聪明了,"岳云鹏深夜晒自拍,专家说自拍影响智商","< i > Love selfies a sellout, < / i > < i > and I say, ""How do you get smarter? < / i >","yue yunpeng selects self - selfies at night, experts say that self-portraits affect iq",unrelated
59,72,73,#秋补#菠菜能补铁补血吗？,315特辑！粉碎谣言：菠菜是补铁蔬菜，吃它就能补铁？,# Do you think spinach can mend iron?,The 315s! The Rumour: Spinach is a greased vegetable that can be made iron by eating it?,unrelated
57,68,74,#秋补#啤酒肚和喝啤酒有关系吗？,啤酒肚是因为喝啤酒的缘故吗？,# Does the beer belly have anything to do with drinking beer?,Is beer belly because of beer?,agreed
55,63,75,#爱自拍影响智商#我说类怎么越来越聪明了,"我确实觉得不论男女,爱自拍的频率跟智商成反比!","< i > Love selfies a sellout, < / i > < i > and I say, ""How do you get smarter? < / i >","I really feel that regardless of the male and female, the frequency of love selfies the inversely proportional intelligence quotient!",unrelated
60,72,76,#秋补#菠菜能补铁补血吗？,菠菜可以补铁？妥妥的餐桌谣言！,# Do you think spinach can mend iron?,Spinach can be iron supplements? A good table rumour!,unrelated
61,77,78,#花式新吃法# 苦瓜和香蕉最减肥的做法@头条美食 @楠哥说事,#花式新吃法＃香蕉和苦瓜最减肥的做法@头条美食 @楠哥说事,# new way to eat # # bitter melon and banana - the best way to lose weight #,# Flower New Food # Banana and bitter melon The best way to lose weight # Top food #,agreed
62,61,60,#萌了个萌# 专治疗颈椎病，腰间盘突出，中药泡酒喝,#在哪健身不是健身# 专治疗颈椎病腰间盘突出中药泡酒喝,"< i > adorable < / i > < i > to cure cervical spondylopathy < / i > < i > and protrude from the waist, to drink Chinese medicine. < / i >","# Where to work out, not to exercise # Specialized in treating cervical spondylosis",agreed
65,79,80,#营养美食季#糖尿病人到底能不能吃土豆？,糖尿病吃红薯、山药、土豆血糖高吗？红薯甜血糖升的快不快？,Diabetic Friendship Can Diabetic Patients Eat Potato?,"Diabetic potatoes eat sweet potato, yam, potato blood sugar high? Sweet sweet sugar rose fast?",unrelated
63,79,81,#营养美食季#糖尿病人到底能不能吃土豆？,两个土豆就把血糖稳住了，土豆和它一起吃，赶走糖尿病,Diabetic Friendship Can Diabetic Patients Eat Potato?,Two potatoes keep blood sugar steady. Potatoes go with it. Diabetic.,agreed
64,79,82,#营养美食季#糖尿病人到底能不能吃土豆？,糖尿病人能吃土豆吗？,Diabetic Friendship Can Diabetic Patients Eat Potato?,Can diabetics eat potato?,agreed
67,58,61,#谁也挡不住你的微笑# 专治疗颈椎病腰间盘突出，中药泡酒喝,#萌了个萌# 专治疗颈椎病，腰间盘突出，中药泡酒喝,# No one can stop your smile #,"< i > adorable < / i > < i > to cure cervical spondylopathy < / i > < i > and protrude from the waist, to drink Chinese medicine. < / i >",agreed
68,83,84,(5毛钱的特效)2014浙江手机实拍UFO不明飞行物！,国际空间站实拍UFO飞碟离开地球瞬间 精彩影像,(50 cents special effect) 2014 Zhejiang mobile phone UFOs UFO UFO!,The International Space Station Captures UfO Flying UFOs from the Earth,agreed
66,58,60,#谁也挡不住你的微笑# 专治疗颈椎病腰间盘突出，中药泡酒喝,#在哪健身不是健身# 专治疗颈椎病腰间盘突出中药泡酒喝,# No one can stop your smile #,"# Where to work out, not to exercise # Specialized in treating cervical spondylosis",agreed
69,83,85,(5毛钱的特效)2014浙江手机实拍UFO不明飞行物！,实拍UFO拖蓝色光尾穿越云层：犹如科幻大片,(50 cents special effect) 2014 Zhejiang mobile phone UFOs UFO UFO!,Photo UFOs pull blue tails through the clouds: it's like a sci-fi movie,agreed
70,83,86,(5毛钱的特效)2014浙江手机实拍UFO不明飞行物！,辟谣：10秒钟工厂爆炸视频 实拍并不是常宁市水口山,(50 cents special effect) 2014 Zhejiang mobile phone UFOs UFO UFO!,Disclaimer: 10 seconds factory explosion video is not in changningshi yamaguchi mountain,disagreed
72,87,88,*ST烯碳A股沉浮25年：从深市东北第一股到“非标”退市第一股,“芯片公司2000万净利润就上市”是谣言,":: 25 years of STE-A float: from the first stock in the north-east of Shenzhen market to the first one in ""non-standard""","""Chip's $20 million net profit"" is a rumor.",unrelated
73,87,89,*ST烯碳A股沉浮25年：从深市东北第一股到“非标”退市第一股,艺根新材对公司拟转板上市虚假报道进行澄清,":: 25 years of STE-A float: from the first stock in the north-east of Shenzhen market to the first one in ""non-standard""",Art Genome explains false report on listing of companies,unrelated
74,87,90,*ST烯碳A股沉浮25年：从深市东北第一股到“非标”退市第一股,芯片公司2000万净利润可上市系谣言！,":: 25 years of STE-A float: from the first stock in the north-east of Shenzhen market to the first one in ""non-standard""",Chip company 20 million net profit can be listed rumor!,unrelated
78,91,92,..陆地夫妇上演真实《我们相爱吧》,"鹿晗和迪丽热巴将要参加《我们相爱吧》,双方粉丝表示好期待! -",... and the Land Couple plays the True Love of Love.,"Deer and Direba are going to participate in ""We Love Each Other,"" and the fans are looking forward to it!",unrelated
79,91,93,..陆地夫妇上演真实《我们相爱吧》,鹿晗和迪丽热巴将要参加《我们相爱吧》？双方粉丝表示好期待！,... and the Land Couple plays the True Love of Love.,"Deer and Dileba are going to participate in ""We Love Each Other."" Both fans look forward to it!",unrelated
71,94,95,(果粒橙)含有美国禁用农药「多菌灵,可口可乐承认旗下(果粒橙)含有美国禁用农药「多菌灵」,"(Orchard orange) contains a banned pesticide in the United States, Pendulin.",Coca-Cola admits that it contains a U.S. banned pesticide called polysactinide,unrelated
77,91,96,..陆地夫妇上演真实《我们相爱吧》,"鹿晗 迪丽热巴携手参加《我们相爱吧》网友直呼:真的吗,好期待",... and the Land Couple plays the True Love of Love.,"Deer Reiba joins hands to join in ""We Love Each Other"" netizens said: Really, I am looking forward to it",unrelated
76,91,97,..陆地夫妇上演真实《我们相爱吧》,"陆地夫妇, 鹿晗和迪丽热巴将携手参加《我们相爱吧》",... and the Land Couple plays the True Love of Love.,"The Land couple, Deer and Direba will join hands in ""Let's Love.""",unrelated
75,91,98,..陆地夫妇上演真实《我们相爱吧》,「十一」鹿晗迪丽热巴的点滴小趣事——热吧，你男友邀你参加约吧,... and the Land Couple plays the True Love of Love.,"A little bit of fun in the ""11"" Deer Reiba-hot, your boyfriend asked you to go on a date.",unrelated
80,91,99,..陆地夫妇上演真实《我们相爱吧》,鹿晗迪丽热巴要在《我们相爱吧》再续情缘?,... and the Land Couple plays the True Love of Love.,"Deirdre Deiris is going to renew his love in ""Let's Fall in Love""?",unrelated
81,100,101,.1959年冷战时期俄罗斯秘密部队在研究捕获的外星人,俄罗斯军方捕获到的外星人,"In the Cold War, 1959, Russian secret forces were studying captured aliens.",The Russians captured by the Russian military,unrelated
82,102,103,.不可与柿子同食_吃鸡蛋有哪些禁忌,七种食物不能和鸡蛋一起吃,Do not eat with persimmon _ What are the taboos of eating eggs?,Seven kinds of food can't be eaten with the eggs.,unrelated
84,102,104,.不可与柿子同食_吃鸡蛋有哪些禁忌,柿子不能和什么一起吃/同吃,Do not eat with persimmon _ What are the taboos of eating eggs?,A persimmon cannot eat / eat with anything.,unrelated
